from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
3081,3081,2,120,60e__1__102__MNM__3111__3111,1__1__112__TZM__210__2__210__2
4915,4915,2,0,22__1__438__NBM__31__2__31__2,21__1__438__NBM__16__2__16__2
PORI2,2001,2,0,KPL__0__6316__RAIL__Rail_MTuWThF-XHol,220__0__161__TZM__314__314
6720,7720,2,120,7__0__455__TZM__103__1__103__1,29__1__416__TZM__216__1__216__1
7700,7720,2,30,7__1__456__TZM__217__1__217__1,29__1__416__TZM__216__1__216__1
PORI1,2002,2,0,KPL__1__6437__RAIL__Rail_SaSu+Hol,60__1__430__MNM__2071__2071
WATE2,9140,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,170__0__163__TZM__611__611
WATE2,9140,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol,170__0__163__TZM__611__611
WATE2,9140,2,0,HVL__0__3836__RAIL__Rail_SaSu+Hol,170__0__429__TZM__605__605
3081,3081,2,120,60__1__104__MNM__3111__3111,1__1__146__TZM__205__2__205__2
1001,PARA1,2,0,261__1__130__UZM__7__4__7__4,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__714__TZM__406__406,HVL__1__3841__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__426__TZM__418__418,HVL__1__3841__RAIL__Rail_SaSu+Hol
7026,7224,2,240,12__1__112__NBM__153__2__153__2,2__0__157__NBM__37__3__37__3
2002,PORI1,2,0,230__1__400__TZM__301__1__301__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
9416,SILV,2,240,115__0__417__TZM__504__1__504__1,HVL__1__3845__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__188__TZM__521__521,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__472__TZM__415__1__415__1,HVL__1__3853__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__151__MNM__3221__3221,KPL__0__6332__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__454__NBM__22__1__22__1,2__0__551__NBM__28__2__28__2
1001,PARA1,2,0,250__0__113__UZM__23__4__23__4,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__107__UZM__51__1__51__1,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,290__0__109__UZM__56__1__56__1,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,21__1__718__NBM__4__4,22__1__718__NBM__36__36
6055,6017,2,240,1__1__422__TZM__206__1__206__1,23__0__407__TZM__105__1__105__1
1001,PARA1,2,0,261__1__700__UZM__116__4__116__4,KPL__1__6415__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,261__1__400__UZM__720__720,KPL__1__6415__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__2634__RAIL__Rail_MTuWThF-XHol,112__0__113__TZM__514__514
9150,MELL,2,240,145__1__108__TZM__403__2__403__2,MEL__1__5615__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3650__RAIL__Rail_MTuWThF-XHol,130__0__197__TZM__429__429
3081,3081,2,120,60__1__108__MNM__3031__3031,1__1__156__TZM__131__131
8580,UPPE,2,240,110__1__176__TZM__513__2__513__2,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,160__0__149__TZM__607__607
WAIK,1501,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,290__0__707__UZM__151__2__151__2
8580,UPPE,2,240,113__1__100__TZM__510__1__510__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
6036,6036,2,60,2__1__230__NBM__44__3__44__3,28__0__101__NBM__89__89
3081,3081,2,120,19__0__711__TZM__217__217,1__1__726__TZM__110__110
8140,WATE1,2,0,170__0__111__TZM__605__1__605__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__158__TZM__224__224,7__1__170__TZM__109__3__109__3
7026,7224,2,240,12__1__136__NBM__8__3__8__3,2__0__255__NBM__45__3__45__3
FEAT,1810,2,0,WRL__0__1606__RAIL__Rail_MTuWThF-XHol,200__1__112__TZM__901__901
2001,PORI1,2,0,220__0__107__TZM__308__2__308__2,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__107__TZM__308__3__308__3,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__109__TZM__306__2__306__2,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__109__TZM__306__3__306__3,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__106__TZM__313__313,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,250__0__417__UZM__713__713
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu+Hol,170__0__733__TZM__405__405
1001,PARA1,2,0,261__1__428__UZM__705__705,KPL__1__6467__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__106__TZM__433__433,HVL__1__4609__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__718__UZM__113__5__113__5,KPL__1__6451__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__418__UZM__709__709,KPL__1__6451__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,220__1__734__TZM__305__305
PARA2,1000,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,250__0__413__UZM__713__713
3000,3000,2,120,1__0__479__TZM__203__1__203__1,60__0__443__MNM__2042__2042
WAIK,1501,2,240,KPL__0__6434__RAIL__Rail_SaSu+Hol,281__0__711__UZM__102__3__102__3
WATE2,9140,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,160__0__729__TZM__602__602
TAIT2,9251,2,0,HVL__0__3834__RAIL__Rail_SaSu+Hol,120__0__715__TZM__403__403
8580,UPPE,2,240,110__1__728__TZM__502__502,HVL__1__3841__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__452__TZM__511__511,HVL__1__3841__RAIL__Rail_SaSu+Hol
7026,7224,2,240,12__1__410__NBM__22__1__22__1,2__0__437__NBM__26__2__26__2
7036,7036,2,120,28__1__110__NBM__1001__4__1001__4,30x__1__116__NBM__77__77
9525,TREN1,2,0,114__0__401__TZM__505__1__505__1,HVL__1__3813__RAIL__Rail_Sa
PORI2,2001,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,210__0__709__TZM__303__303
4915,4915,2,0,22__1__724__NBM__1__1__1__1,21__1__724__NBM__201__3__201__3
7720,6720,2,0,29__0__425__TZM__105__1__105__1,7__0__487__TZM__110__1__110__1
6733,6730,2,120,7__0__111__TZM__108__2__108__2,27__1__106__TZM__106__3__106__3
6733,6730,2,120,7__0__113__TZM__112__5__112__5,27__1__106__TZM__106__3__106__3
PORI2,2003,2,0,KPL__0__6246__RAIL__Rail_MTuWThF-XHol,220__1__144__TZM__303__2__303__2
PORI2,2001,2,0,KPL__0__6244__RAIL__Rail_MTuWThF-XHol,226__0__125__TZM__304__2__304__2
PORI2,2001,2,0,KPL__0__6244__RAIL__Rail_MTuWThF-XHol,226__0__125__TZM__304__3__304__3
2003,PORI1,2,0,226__0__107__TZM__309__2__309__2,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__107__TZM__309__3__309__3,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__138__TZM__404__2__404__2,HVL__1__3617__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__419__TZM__106__1__106__1,60__0__413__MNM__2101__2101
7720,7700,2,60,29__0__115__TZM__223__223,7__1__180__TZM__109__3__109__3
3000,3000,2,120,1__0__199__TZM__152__1__152__1,60__0__147__MNM__3112__3112
2002,PORI2,2,0,60e__0__101__MNM__3111__3111,KPL__0__6224__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,21__1__226__NBM__14__3__14__3,22__1__232__NBM__50__2__50__2
3081,3081,2,120,60__1__442__MNM__2071__2071,1__1__486__TZM__202__1__202__1
2002,PORI1,2,0,236__1__422__TZM__307__1__307__1,KPL__1__6455__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,220__1__160__TZM__314__314
PORI2,2003,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,226__0__111__TZM__309__2__309__2
PORI2,2003,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,226__0__111__TZM__309__3__309__3
WAIK,1501,2,240,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,290__0__105__UZM__50__1__50__1
PORI2,2003,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,220__1__134__TZM__320__320
8165,WATE1,2,0,130__1__750__TZM__408__408,HVL__1__3863__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__482__TZM__511__511,HVL__1__3863__RAIL__Rail_SaSu+Hol
SILV,8416,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,115__0__131__TZM__502__2__502__2
7720,6720,2,0,29__0__113__TZM__111__3__111__3,7__0__169__TZM__220__1__220__1
UPPE,8579,2,240,HVL__0__3858__RAIL__Rail_SaSu+Hol,110__0__739__TZM__506__506
1501,WAIK,2,240,281__0__415__UZM__702__1__702__1,KPL__1__6445__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__715__UZM__102__3__102__3,KPL__1__6445__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,220__0__717__TZM__306__306
2001,PORI1,2,0,226__0__105__TZM__304__2__304__2,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__105__TZM__304__3__304__3,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__419__TZM__301__1__301__1,KPL__1__6427__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__176__TZM__307__2__307__2,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__176__TZM__307__3__307__3,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__183__TZM__308__2__308__2,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__183__TZM__308__3__308__3,KPL__1__6325__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,160__0__139__TZM__606__606
6224,6224,2,240,2__1__720__NBM__18__18,12__0__701__NBM__14__14
8165,WATE1,2,0,130__1__146__TZM__408__2__408__2,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__146__TZM__408__3__408__3,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol,154__0__115__TZM__435__435
6720,7720,2,120,7__0__741__TZM__210__210,29__1__720__TZM__113__113
7700,7720,2,30,7__1__742__TZM__206__206,29__1__720__TZM__113__113
UPPE,8579,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,112__0__131__TZM__512__1__512__1
8165,WATE1,2,0,150__1__142__TZM__406__2__406__2,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,220__0__181__TZM__303__2__303__2
PARA2,1000,2,0,KPL__0__6418__RAIL__Rail_SaSu+Hol,260__0__405__UZM__701__1__701__1
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,220__0__143__TZM__311__1__311__1
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,220__0__143__TZM__311__2__311__2
3081,3081,2,120,60__1__118__MNM__3202__3202,1__1__176__TZM__203__2__203__2
6055,6017,2,240,1__1__734__TZM__201__201,23__0__709__TZM__203__203
WAIK,1501,2,240,KPL__0__6416__RAIL__Rail_SaSu+Hol,280__0__403__UZM__706__706
UPPE,8579,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,110__0__183__TZM__507__1__507__1
2001,PORI1,2,0,220__0__107__TZM__308__2__308__2,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__107__TZM__308__3__308__3,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__109__TZM__306__2__306__2,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__109__TZM__306__3__306__3,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__106__TZM__313__313,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,130__0__129__TZM__415__2__415__2
UPPE,8579,2,240,HVL__0__2638__RAIL__Rail_MTuWThF-XHol,110__0__135__TZM__513__2__513__2
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,226__0__123__TZM__308__2__308__2
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,226__0__123__TZM__308__3__308__3
3000,3000,2,120,1__0__465__TZM__211__1__211__1,19__0__433__TZM__207__1__207__1
PORI2,2001,2,0,KPL__0__6418__RAIL__Rail_SaSu+Hol,226__0__407__TZM__305__1__305__1
1810,FEAT,2,0,200__0__105__TZM__901__901,WRL__1__1603__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6352__RAIL__Rail_MTuWThF-XHol,260__0__153__UZM__8__4__8__4
4915,4915,2,0,22__1__220__NBM__203__5__203__5,21__1__214__NBM__200__2__200__2
3081,3081,2,120,19__0__155__TZM__136__136,1__1__194__TZM__131__131
3000,3000,2,120,1__0__775__TZM__202__202,19__0__739__TZM__217__217
5915,5915,2,0,21__0__445__NBM__205__4__205__4,22__0__445__NBM__13__2__13__2
UPPE,8579,2,240,HVL__0__3856__RAIL__Rail_SaSu+Hol,110__0__473__TZM__403__1__403__1
8580,UPPE,2,240,110__1__714__TZM__503__503,HVL__1__3827__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__424__TZM__508__508,HVL__1__3827__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,120__0__105__TZM__409__2__409__2
PORI2,2002,2,0,KPL__0__6424__RAIL__Rail_SaSu+Hol,230__0__407__TZM__304__1__304__1
2003,PORI1,2,0,210__1__126__TZM__324__324,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
7700,7720,2,30,7__1__218__TZM__106__3__106__3,29__1__134__TZM__217__2__217__2
6720,7720,2,120,7__0__217__TZM__136__136,29__1__134__TZM__217__2__217__2
5915,5915,2,0,22__0__445__NBM__13__2__13__2,21__0__445__NBM__205__4__205__4
2002,PORI2,2,0,60__0__143__MNM__3012__3012,KPL__0__6324__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6450__RAIL__Rail_SaSu+Hol,260__0__721__UZM__113__5__113__5
8165,WATE1,2,0,130__1__430__TZM__410__410,HVL__1__3829__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__716__TZM__408__408,HVL__1__3829__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__140__UZM__10__4__10__4,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__429__TZM__302__1__302__1,KPL__1__6435__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__107__TZM__606__606,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__702__MNM__1021__1021,1__1__708__TZM__211__211
4915,4915,2,0,22__1__442__NBM__7__2__7__2,21__1__442__NBM__17__2__17__2
6224,6224,2,240,2__1__260__NBM__7__3__7__3,12__0__147__NBM__71__71
WATE2,9140,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,170__0__729__TZM__405__405
1001,PARA1,2,0,260__1__116__UZM__55__1__55__1,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__116__UZM__55__3__55__3,KPL__1__6225__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__263__TZM__130__130,60__0__161__MNM__3381__3381
PARA2,1001,2,240,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,262__0__129__UZM__24__4__24__4
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_SaSu+Hol,110__0__747__TZM__505__505
WATE2,9165,2,0,HVL__0__3838__RAIL__Rail_SaSu+Hol,130__0__439__TZM__414__414
6224,6224,2,240,2__1__446__NBM__8__2__8__2,12__0__409__NBM__18__2__18__2
3081,3081,2,120,60__1__146__MNM__3112__3112,1__1__232__TZM__229__229
3081,3081,2,120,60e__1__108__MNM__3331__3331,1__1__134__TZM__229__229
2001,PORI1,2,0,220__0__211__TZM__303__2__303__2,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__204__TZM__304__2__304__2,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__204__TZM__304__3__304__3,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3650__RAIL__Rail_MTuWThF-XHol,120__0__207__TZM__420__1__420__1
3000,3000,2,120,1__0__117__TZM__208__2__208__2,19__0__189__TZM__233__233
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,150__0__151__TZM__428__428
2003,PORI1,2,0,210__1__700__TZM__301__301,KPL__1__6411__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,210__1__402__TZM__304__1__304__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,220__1__454__TZM__311__311
6055,6017,2,240,1__1__130__TZM__110__2__110__2,23__0__107__TZM__118__118
PARA2,1000,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,260__0__427__UZM__703__1__703__1
WATE2,9140,2,0,HVL__0__3822__RAIL__Rail_SaSu+Hol,170__0__415__TZM__602__1__602__1
4915,4915,2,0,22__1__708__NBM__19__19,21__1__708__NBM__201__3__201__3
WATE2,9165,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,130__0__121__TZM__607__607
PORI2,2001,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__2__307__2
PORI2,2001,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__3__307__3
PORI2,2001,2,0,KPL__0__8216__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__2__307__2
PORI2,2001,2,0,KPL__0__8216__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__3__307__3
1001,PARA1,2,0,262__1__108__UZM__23__4__23__4,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
FEAT,1810,2,0,WRL__0__1616__RAIL__Rail_SaSu+Hol-Xmas_(WRL),200__1__408__TZM__1001__1__1001__1
3081,3081,2,120,19__0__715__TZM__217__217,1__1__734__TZM__201__201
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,154__0__409__TZM__412__412
5915,5915,2,0,22__0__437__NBM__19__2__19__2,21__0__437__NBM__17__2__17__2
9150,MELL,2,240,145__1__104__TZM__407__2__407__2,MEL__1__5603__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__469__TZM__215__1__215__1,19__0__435__TZM__207__1__207__1
3081,3081,2,120,19__0__185__TZM__217__2__217__2,1__1__122__TZM__219__1__219__1
5915,5915,2,0,21__0__401__NBM__12__2__12__2,22__0__401__NBM__11__2__11__2
7700,7720,2,30,7__1__164__TZM__104__2__104__2,29__1__120__TZM__121__121
6720,7720,2,120,7__0__159__TZM__115__2__115__2,29__1__120__TZM__121__121
PARA2,1001,2,240,KPL__0__6432__RAIL__Rail_SaSu+Hol,262__0__711__UZM__106__2__106__2
2001,PORI1,2,0,220__0__179__TZM__325__325,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__181__TZM__303__2__303__2,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__174__TZM__319__319,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,262__1__710__UZM__106__2__106__2,KPL__1__6437__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__410__UZM__713__713,KPL__1__6437__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__146__TZM__145__145,7__1__228__TZM__221__1__221__1
UPPE,8579,2,240,HVL__0__3830__RAIL__Rail_SaSu+Hol,110__0__711__TZM__505__505
8251,TAIT1,2,0,120__1__436__TZM__409__1__409__1,HVL__1__3833__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,230__0__413__TZM__303__1__303__1
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu+Hol,170__0__465__TZM__601__1__601__1
1501,WAIK,2,240,281__0__115__UZM__19__4__19__4,KPL__1__6303__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__438__TZM__411__411,HVL__1__3833__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__720__TZM__601__601,HVL__1__3833__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,110__0__179__TZM__511__1__511__1
4915,4915,2,0,21__1__416__NBM__7__2__7__2,22__1__416__NBM__31__2__31__2
4915,4915,2,0,22__1__716__NBM__28__28,21__1__716__NBM__201__3__201__3
6720,7720,2,120,7__0__103__TZM__114__2__114__2,29__1__104__TZM__135__135
7700,7720,2,30,7__1__108__TZM__112__5__112__5,29__1__104__TZM__135__135
6720,7720,2,120,7__0__105__TZM__216__2__216__2,29__1__104__TZM__135__135
2002,PORI1,2,0,230__1__140__TZM__320__320,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,111__0__407__TZM__507__507,HVL__1__3815__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__261__TZM__108__2__108__2,19__0__171__TZM__231__231
9001,PETO1,2,0,150__1__432__TZM__405__1__405__1,HVL__1__3849__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,150__0__713__TZM__401__401
WOOD,4500,2,0,WRL__0__1608__RAIL__Rail_MTuWThF-XHol,204__0__107__TZM__801__801
7720,6720,2,0,29__0__719__TZM__113__113,7__0__741__TZM__210__210
2002,PORI1,2,0,236__1__420__TZM__307__1__307__1,KPL__1__6451__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__718__TZM__306__306,KPL__1__6451__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__191__TZM__207__2__207__2,60__0__143__MNM__3012__3012
7026,7224,2,240,12__1__110__NBM__31__3__31__3,2__0__149__NBM__43__3__43__3
8251,TAIT1,2,0,120__1__724__TZM__407__407,HVL__1__3841__RAIL__Rail_SaSu+Hol
5915,5915,2,0,22__0__443__NBM__7__2__7__2,21__0__443__NBM__205__4__205__4
WAIK,1501,2,240,KPL__0__6422__RAIL__Rail_SaSu+Hol,281__0__405__UZM__708__708
9001,PETO1,2,0,154__0__409__TZM__412__412,HVL__1__3829__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,236__0__107__TZM__306__2__306__2
PORI2,2002,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,236__0__107__TZM__306__3__306__3
8140,WATE1,2,0,160__1__730__TZM__402__402,HVL__1__3867__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__458__TZM__409__1__409__1,HVL__1__3867__RAIL__Rail_SaSu+Hol
7026,7224,2,240,12__1__412__NBM__6__2__6__2,2__0__443__NBM__3__2__3__2
PARE,2600,2,240,KPL__0__6360__RAIL__Rail_MTuWThF-XHol,236__0__147__TZM__310__2__310__2
PARE,2600,2,240,KPL__0__6360__RAIL__Rail_MTuWThF-XHol,236__0__147__TZM__310__3__310__3
PARA2,1001,2,240,KPL__0__6464__RAIL__Rail_SaSu+Hol,262__0__427__UZM__705__705
7026,7224,2,240,12__1__424__NBM__32__2__32__2,2__0__479__NBM__9__2__9__2
9001,PETO1,2,0,150__1__156__TZM__428__428,HVL__1__3649__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__0__121__TZM__133__133,7__1__198__TZM__147__147
WATE2,9165,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,130__0__743__TZM__602__602
3000,3000,2,120,1__0__763__TZM__207__207,19__0__733__TZM__217__217
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,120__0__739__TZM__403__403
8140,WATE1,2,0,170__0__145__TZM__610__610,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__100__NBM__26__3__26__3,2__0__113__NBM__37__3__37__3
9001,PETO1,2,0,154__0__115__TZM__435__435,HVL__1__2631__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__506__NBM__26__2__26__2,12__0__429__NBM__19__2__19__2
1001,PARA1,2,0,260__1__422__UZM__703__1__703__1,KPL__1__6459__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__722__UZM__115__5__115__5,KPL__1__6459__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__424__TZM__311__311,KPL__1__6431__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__425__TZM__309__1__309__1,KPL__1__6431__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__716__TZM__304__304,KPL__1__6431__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__717__TZM__306__306,KPL__1__6431__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__410__TZM__413__413,HVL__1__3827__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__706__TZM__406__406,HVL__1__3827__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__130__MNM__3202__3202,1__1__200__TZM__219__1__219__1
WATE2,9165,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,150__0__703__TZM__406__406
TAIT2,9251,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,120__0__157__TZM__422__422
UPPE,8579,2,240,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,111__0__151__TZM__513__2__513__2
SILV,8416,2,240,HVL__0__3836__RAIL__Rail_SaSu+Hol,115__0__413__TZM__507__507
PORI1,2002,2,0,KPL__1__6457__RAIL__Rail_SaSu+Hol,60__1__450__MNM__2042__2042
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,210__0__101__TZM__312__2__312__2
3000,3000,2,120,1__0__429__TZM__202__1__202__1,19__0__415__TZM__102__1__102__1
8140,WATE1,2,0,170__0__707__TZM__602__602,HVL__1__3827__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__419__TZM__605__605,HVL__1__3827__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3838__RAIL__Rail_SaSu+Hol,170__0__713__TZM__602__602
